,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,расход газ  N2,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  ферванит,ферспл  фх850А,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Mn_1,химсталь первый N_1,химсталь первый Si_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Mn,химсталь последний N,химсталь последний Si,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
5192,45.0,42.55,23.8,42.3833333,2.0,0.43071000000000004,0.08480399999999999,0.105646,0.11453900000000002,0.0927419,1573.0,7.908106,9.4666667,12927.7310924,115.6,5.718,5.822,0.163,0.05,0.469,0.04,0.02,0.133,0.162,0.026077999999999997,0.14800000000000002,0.001,0.522,0.218,0.693,0.009000000000000001,0.439,0.003,0.003,0.845,0.0002,0.289,0.787,0.013000000000000001,0.541,0.08,4.9,52.6,0.3,14.4,0.13,2.2,23.7,4.7,55.2,0.8,9.9,0.17,2.2,25.0
5193,14.0,49.05,24.3833333,48.7333333,2.0,0.41107,0.089388,0.181144,0.13808099999999998,0.0931664,1563.0,11.9653904,11.5077766,12869.4463431,116.9,13.368,5.837000000000001,0.183,0.05,0.441,0.031,0.02,0.139,0.28,0.027705,0.156,0.002,0.534,0.215,0.642,0.009000000000000001,0.43799999999999994,0.003,0.003,0.841,0.0001,0.29,0.797,0.012,0.547,0.08,3.6,54.1,0.3,11.0,0.09,2.1,25.4,4.3,55.4,0.7,10.3,0.12,2.5,22.6
5194,19.0,42.8833333,18.1666667,42.5666667,2.0,0.41421499999999994,0.078501,0.177885,0.134615,0.0972314,1574.0,13.839851399999999,13.7670823,13161.4678899,117.2,16.554000000000002,3.0669999999999997,0.131,0.05,0.447,0.039,0.02,0.135,0.275,0.026764999999999997,0.13699999999999998,0.002,0.528,0.22399999999999998,0.639,0.009000000000000001,0.424,0.003,0.003,0.85,0.0002,0.292,0.7909999999999999,0.012,0.545,0.077,2.8,47.5,0.6,12.1,0.07,2.4,20.0,3.8,58.1,0.5,10.4,0.07,2.4,24.6
5195,18.0,46.533333299999995,22.3666667,46.3833333,2.0,0.43895,0.09855599999999999,0.20031400000000002,0.143061,0.09628560000000001,1562.0,11.8509554,15.889926999999998,12769.0014903,113.2,9.302999999999999,12.094000000000001,0.172,0.05,0.473,0.023,0.02,0.139,0.31,0.025788,0.172,0.001,0.505,0.204,0.611,0.009000000000000001,0.408,0.003,0.003,0.873,0.0002,0.29100000000000004,0.787,0.013999999999999999,0.544,0.081,3.0,47.8,0.9,12.8,0.1,2.1,22.7,3.4,56.9,0.2,10.9,0.07,2.2,25.9
5196,24.0,47.85,19.8666667,47.6666667,2.0,0.42649,0.09741,0.195697,0.135968,0.09469,1567.0,10.033260400000001,11.709066499999999,12965.4362416,116.2,7.642,9.686,0.15,0.05,0.45799999999999996,0.032,0.02,0.13,0.303,0.027488,0.17,0.002,0.532,0.207,0.622,0.009000000000000001,0.428,0.003,0.003,0.857,0.0002,0.287,0.7879999999999999,0.013000000000000001,0.545,0.08199999999999999,3.3,50.8,0.6,11.9,0.07,2.2,22.8,3.7,56.6,0.6,9.7,0.1,2.2,25.5
5197,32.0,44.3333333,18.466666699999998,44.15,2.5540166,0.44428999999999996,0.08365800000000001,0.157182,0.144953,0.0939677,1580.0,11.5427252,8.618666699999999,12840.433213,115.1,8.33,6.4639999999999995,0.149,0.05,0.484,0.04,0.02,0.159,0.242,0.027018,0.146,0.002,0.525,0.22,0.66,0.008,0.42100000000000004,0.003,0.003,0.868,0.0001,0.29,0.795,0.013000000000000001,0.5429999999999999,0.083,2.9,47.6,0.6,13.9,0.12,2.2,21.3,4.2,50.2,0.7,8.8,0.09,2.5,20.3
5198,30.0,53.0166667,30.133333299999997,52.85,2.7470646,0.16441,0.060738,0.070773,0.116612,0.09389739999999999,1511.0,12.7767355,9.8564885,12952.4336283,116.6,11.35,8.607999999999999,0.09699999999999999,0.05,0.146,0.04,0.02,0.15,0.107,0.027054,0.106,0.002,0.73,0.239,0.7340000000000001,0.008,0.462,0.005,0.003,0.858,0.0004,0.29,0.792,0.013000000000000001,0.542,0.086,3.0,59.4,0.2,11.7,0.1,2.3,25.4,3.4,55.3,0.5,10.3,0.1,2.1,26.4
5199,29.0,47.6833333,17.3166667,47.35,1.2095041000000002,0.46024,0.099702,0.202871,0.16991900000000001,0.0920628,1603.0,14.728185999999999,13.5507959,12476.9971126,114.1,17.592,5.202000000000001,0.27,0.05,0.499,0.03,0.02,0.179,0.313,0.026657,0.174,0.002,0.517,0.204,0.615,0.012,0.392,0.002,0.003,0.856,0.0003,0.28800000000000003,0.7909999999999999,0.013999999999999999,0.546,0.083,3.2,49.3,0.5,17.7,0.19,1.9,25.8,4.5,50.7,0.4,13.8,0.08,2.1,24.3
5200,35.0,44.05,28.633333299999997,43.8833333,2.7990581000000003,0.28345,0.06302999999999999,0.083967,0.084678,0.08988639999999999,1512.0,8.5214286,12.563068699999999,13107.101280600002,111.7,7.1579999999999995,7.824,0.14800000000000002,0.05,0.292,0.054000000000000006,0.02,0.096,0.129,0.025353999999999998,0.11,0.002,0.623,0.23399999999999999,0.7090000000000001,0.009000000000000001,0.451,0.004,0.004,0.853,0.0004,0.29,0.7859999999999999,0.012,0.55,0.084,2.8,48.4,0.3,10.9,0.1,2.2,22.2,3.4,63.1,0.3,4.4,0.05,2.6,24.5
5201,35.0,48.3833333,18.8833333,48.216666700000005,2.6848485,0.4143,0.081366,0.115711,0.136799,0.0916872,1583.0,13.6391867,16.4348438,12925.6840247,113.9,12.298,11.687,0.087,0.05,0.449,0.040999999999999995,0.02,0.163,0.177,0.026258999999999998,0.14200000000000002,0.002,0.525,0.218,0.6970000000000001,0.009000000000000001,0.42200000000000004,0.003,0.003,0.848,0.0004,0.287,0.795,0.012,0.5539999999999999,0.083,3.1,55.5,0.3,12.3,0.08,2.1,25.9,3.1,55.8,0.4,9.6,0.07,2.1,26.7
5202,36.0,46.033333299999995,21.7,45.8833333,2.5107399,0.355195,0.106005,0.180041,0.11880399999999999,0.09248300000000001,1570.0,11.2078125,13.6276986,12890.322580600001,114.7,7.97,11.152000000000001,0.086,0.05,0.369,0.0,0.02,0.11,0.27899999999999997,0.026764999999999997,0.185,0.002,0.57,0.19699999999999998,0.6459999999999999,0.009000000000000001,0.44799999999999995,0.003,0.003,0.825,0.0002,0.29100000000000004,0.799,0.015,0.54,0.083,3.1,49.0,0.4,12.6,0.06,2.2,22.0,3.1,57.3,0.3,10.9,0.07,2.2,26.5
5203,46.0,42.8666667,23.3666667,42.533333299999995,3.2852427000000004,0.394255,0.095691,0.15729300000000002,0.12337200000000001,0.0934445,1546.0,10.8077706,10.3212544,13259.914408,116.4,9.736,4.937,0.096,0.05,0.42,0.0,0.02,0.126,0.243,0.026077999999999997,0.16699999999999998,0.002,0.5429999999999999,0.207,0.664,0.009000000000000001,0.442,0.003,0.003,0.855,0.0003,0.285,0.7959999999999999,0.012,0.547,0.084,3.2,51.5,0.6,9.7,0.07,2.3,22.7,3.4,59.8,0.6,5.8,0.13,2.5,24.2
5222,33.0,42.05,21.3833333,41.8833333,3.3411097,0.33831999999999995,0.079074,0.079751,0.120254,0.09087200000000001,1562.0,12.109900999999999,12.358064500000001,13676.0717069,112.2,6.795,10.216000000000001,0.21,0.05,0.35700000000000004,0.03,0.02,0.152,0.121,0.027235000000000002,0.138,0.002,0.601,0.22699999999999998,0.735,0.008,0.45899999999999996,0.003,0.004,0.87,0.0003,0.298,0.815,0.015,0.552,0.083,4.2,57.2,0.7,9.5,0.06,2.6,21.7,5.3,56.3,0.4,14.1,0.11,2.7,20.7
5223,38.0,41.8666667,20.1666667,41.7,3.3060021,0.39921,0.096264,0.132053,0.129912,0.09366260000000001,1539.0,11.668125,8.7677043,13879.338843000001,116.8,6.223,7.511,0.094,0.05,0.42700000000000005,0.032,0.02,0.146,0.203,0.027163,0.168,0.002,0.5429999999999999,0.20800000000000002,0.677,0.009000000000000001,0.425,0.003,0.003,0.86,0.0003,0.287,0.7879999999999999,0.013999999999999999,0.524,0.081,3.3,45.5,0.5,9.7,0.1,2.6,17.8,4.3,54.4,0.6,11.7,0.1,2.3,23.4
5224,46.0,50.716666700000005,20.3666667,50.3833333,3.0,0.34317,0.075636,0.09571,0.12374500000000001,0.0913793,1546.0,16.314475199999997,19.173250600000003,13251.0638298,114.2,11.615,18.875,0.127,0.05,0.363,0.034,0.02,0.151,0.146,0.025427,0.132,0.002,0.5870000000000001,0.231,0.721,0.008,0.44299999999999995,0.003,0.003,0.861,0.0003,0.295,0.8009999999999999,0.015,0.547,0.08199999999999999,3.6,44.4,0.3,8.5,0.1,2.4,18.8,4.3,62.4,0.4,6.4,0.08,2.8,22.3
5225,25.0,41.033333299999995,16.6833333,40.8666667,2.5091491,0.37957270000000004,0.064176,0.09734,0.138575,0.0901904,1555.0,12.9746382,15.012417999999998,13223.976024,112.5,10.459000000000001,8.261000000000001,0.111,0.05,0.382,0.064,0.02,0.17300000000000001,0.14800000000000002,0.025788,0.11199999999999999,0.002,0.542,0.233,0.7190000000000001,0.009000000000000001,0.43200000000000005,0.003,0.004,0.8490000000000001,0.0003,0.29,0.8059999999999999,0.013999999999999999,0.551,0.08,3.5,47.9,0.4,7.8,0.11,2.5,18.9,4.7,58.5,0.4,8.8,0.05,2.5,23.6
5226,28.0,40.8666667,15.366666699999998,40.7,3.0,0.35601,0.095118,0.12834600000000002,0.107994,0.08961720000000001,1550.0,11.971129699999999,14.280492800000001,13533.188720200002,111.6,6.358,11.591,0.147,0.05,0.374,0.067,0.02,0.114,0.198,0.024812,0.166,0.002,0.552,0.204,0.674,0.009000000000000001,0.431,0.002,0.003,0.871,0.0002,0.29,0.7959999999999999,0.013000000000000001,0.536,0.08199999999999999,3.2,52.9,0.4,12.9,0.11,2.2,23.6,4.1,57.7,0.2,10.1,0.06,2.5,23.3
5227,35.0,41.5166667,16.6,41.35,2.5959939999999997,0.32778,0.08595,0.12441700000000001,0.12923800000000002,0.0922175,1542.0,12.7143279,12.890041499999999,13189.1566265,115.3,7.172999999999999,10.355,0.016,0.05,0.341,0.044000000000000004,0.02,0.14800000000000002,0.191,0.025571,0.15,0.002,0.5920000000000001,0.222,0.6940000000000001,0.006999999999999999,0.439,0.003,0.003,0.855,0.0003,0.294,0.8059999999999999,0.013000000000000001,0.5489999999999999,0.081,3.8,56.4,0.3,12.6,0.1,2.6,22.0,4.3,58.2,0.2,11.2,0.07,2.6,22.1
5228,36.0,42.2,18.1666667,41.6833333,3.0674651,0.3871414,0.09110700000000001,0.146016,0.155804,0.09304989999999999,1583.0,13.538875299999999,11.6241135,13336.5137615,116.0,9.229,8.195,0.115,0.05,0.409,0.018000000000000002,0.02,0.18,0.22399999999999998,0.026223000000000003,0.159,0.002,0.574,0.21100000000000002,0.6709999999999999,0.009000000000000001,0.418,0.003,0.003,0.856,0.0002,0.287,0.797,0.015,0.545,0.081,3.3,59.9,0.3,14.4,0.13,2.3,25.9,4.3,56.5,0.5,10.4,0.08,2.5,22.8
5229,36.0,43.2,19.65,43.033333299999995,3.0752089,0.30835500000000005,0.071625,0.140983,0.131577,0.09316139999999999,1547.0,14.841258100000001,17.9668373,13593.893129799997,115.8,8.913,14.628,0.0,0.05,0.319,0.0,0.02,0.145,0.217,0.026476,0.125,0.002,0.611,0.22699999999999998,0.6809999999999999,0.009000000000000001,0.43700000000000006,0.003,0.004,0.861,0.0004,0.28800000000000003,0.8059999999999999,0.015,0.5479999999999999,0.083,4.2,60.9,0.5,14.8,0.12,2.9,21.4,3.9,54.0,0.5,10.3,0.09,2.7,20.3
5230,36.0,53.7333333,26.7166667,53.2,2.6570465,0.389995,0.064749,0.094486,0.28255399999999997,0.0923523,1563.0,21.1630199,23.625,12859.3886463,115.0,26.006999999999998,13.125,0.264,0.05,0.423,0.0,0.02,0.39399999999999996,0.138,0.026657,0.113,0.002,0.57,0.226,0.705,0.008,0.319,0.005,0.003,0.865,0.0005,0.287,0.8009999999999999,0.013000000000000001,0.52,0.08,3.8,48.3,0.7,17.4,0.73,1.9,25.7,4.5,55.2,0.5,10.6,0.1,2.4,22.9
5231,45.0,43.033333299999995,20.033333300000002,42.8666667,3.0,0.41868,0.113454,0.155665,0.16093,0.0920811,1568.0,11.644026199999999,15.429924800000002,13154.0765391,114.4,7.905,11.401,0.0,0.05,0.447,0.0,0.02,0.184,0.239,0.026042000000000003,0.198,0.002,0.511,0.18899999999999997,0.652,0.008,0.402,0.003,0.003,0.855,0.0002,0.287,0.7929999999999999,0.013000000000000001,0.539,0.083,3.6,47.9,0.6,11.4,0.16,2.1,23.0,3.6,56.1,0.8,9.5,0.15,2.1,26.2
5232,36.0,42.6833333,20.05,42.5166667,3.0,0.35096,0.09741,0.137532,0.12020299999999999,0.09004010000000001,1561.0,12.3763107,10.656804699999999,13624.9376559,111.5,7.082000000000001,9.005,0.064,0.05,0.36700000000000005,0.0,0.02,0.129,0.212,0.026476,0.17,0.002,0.57,0.201,0.6659999999999999,0.008,0.44,0.003,0.005,0.8440000000000001,0.0013,0.287,0.794,0.012,0.547,0.084,2.8,55.4,0.4,12.4,0.08,2.2,25.5,3.5,58.1,0.7,9.0,0.16,2.2,27.0
5233,40.0,45.1833333,27.383333299999997,44.5166667,3.3748674,0.39282,0.041256,0.110854,0.119821,0.09376519999999999,1531.0,9.0821192,15.4634146,12988.9227024,115.4,6.857,11.095,0.0,0.05,0.43,0.028999999999999998,0.02,0.139,0.17,0.025353999999999998,0.07200000000000001,0.002,0.562,0.252,0.6940000000000001,0.008,0.446,0.004,0.004,0.855,0.0008,0.28800000000000003,0.797,0.013000000000000001,0.546,0.086,2.9,52.9,1.0,9.8,0.16,2.7,19.6,3.5,56.5,0.8,8.5,0.19,2.1,26.3
5234,13.0,45.033333299999995,17.6666667,44.85,2.9215612999999996,0.40653,0.079074,0.163381,0.164899,0.09582260000000001,1581.0,12.4053061,13.0929276,13231.698113200002,118.8,10.131,8.845,0.0,0.05,0.43799999999999994,0.0,0.02,0.187,0.251,0.023763,0.138,0.002,0.547,0.226,0.6659999999999999,0.006999999999999999,0.41600000000000004,0.004,0.004,0.865,0.0005,0.29,0.802,0.012,0.557,0.084,6.0,55.8,0.6,15.3,0.1,2.6,21.3,5.9,56.5,0.7,14.1,0.1,2.7,21.3
5235,19.0,47.55,17.3333333,47.3666667,3.0,0.40383,0.101994,0.17509,0.15026,0.0912451,1609.0,16.9152212,23.109813100000004,12558.4615385,113.7,10.619000000000002,21.98,0.075,0.05,0.43,0.019,0.02,0.16,0.27,0.023763,0.17800000000000002,0.002,0.547,0.198,0.637,0.008,0.418,0.003,0.003,0.852,0.0005,0.28600000000000003,0.792,0.016,0.541,0.083,3.9,45.4,0.3,13.4,0.09,2.2,21.0,4.8,50.0,0.4,16.5,0.12,2.0,24.6
5236,28.0,46.716666700000005,24.716666699999998,46.3666667,2.6796247,0.422195,0.11173499999999999,0.197902,0.148328,0.09091469999999999,1556.0,8.5923288,10.7263345,13113.4187458,113.2,10.454,3.3489999999999998,0.0,0.05,0.45,0.0,0.02,0.14800000000000002,0.306,0.023727,0.195,0.002,0.528,0.198,0.627,0.006999999999999999,0.425,0.003,0.003,0.868,0.0003,0.294,0.7979999999999999,0.011000000000000001,0.5529999999999999,0.083,3.0,43.0,0.7,8.9,0.11,2.2,19.4,3.6,55.7,0.7,9.1,0.19,2.2,25.7
5237,28.0,45.1666667,22.033333300000002,45.0,2.2975,0.35117,0.090534,0.150791,0.117099,0.0913322,1555.0,10.346027699999999,10.9441939,13041.1497731,114.1,6.837000000000001,9.032,0.0,0.05,0.368,0.0,0.02,0.11900000000000001,0.233,0.022713999999999998,0.158,0.002,0.5710000000000001,0.209,0.6709999999999999,0.006999999999999999,0.451,0.003,0.003,0.872,0.0004,0.28300000000000003,0.8029999999999999,0.013000000000000001,0.546,0.084,3.1,48.6,0.9,9.7,0.16,2.5,19.5,3.4,54.9,0.8,8.5,0.22,2.2,25.5
5238,27.0,49.1833333,19.2,49.0166667,3.4479866,0.362145,0.089961,0.142037,0.12268299999999999,0.0920752,1573.0,8.8770791,7.7740035,13593.75,114.8,7.294,6.23,0.063,0.05,0.382,0.0,0.02,0.131,0.21899999999999997,0.02304,0.157,0.002,0.557,0.212,0.6679999999999999,0.008,0.43799999999999994,0.003,0.003,0.862,0.0004,0.28800000000000003,0.7909999999999999,0.013999999999999999,0.544,0.084,3.2,55.6,0.5,14.3,0.12,2.2,25.4,4.1,48.7,0.3,8.6,0.09,2.5,19.8
5239,31.0,44.533333299999995,19.7,44.3666667,3.0,0.395305,0.100275,0.143955,0.149375,0.09498939999999999,1573.0,15.592393,12.769785800000001,13084.2639594,117.6,10.932,9.439,0.0,0.05,0.42100000000000004,0.0,0.02,0.171,0.221,0.025137,0.175,0.002,0.55,0.203,0.672,0.006999999999999999,0.426,0.003,0.003,0.8690000000000001,0.0005,0.28600000000000003,0.7929999999999999,0.013000000000000001,0.5379999999999999,0.083,4.0,48.0,0.6,11.8,0.11,2.4,20.2,3.5,58.6,0.8,10.2,0.21,2.2,26.3
5274,6.0,90.75,48.1333333,90.5666667,3.0991588,0.431395,0.120525,0.157164,0.133081,0.08974299999999999,1586.0,7.967073700000001,14.355583,13993.628808899999,110.8,16.857,12.927999999999999,0.293,0.05,0.461,0.04,0.02,0.139,0.244,0.022099,0.213,0.001,0.499,0.18100000000000002,0.652,0.013000000000000001,0.43799999999999994,0.002,0.003,0.865,0.0004,0.29,0.789,0.013999999999999999,0.52,0.081,3.8,53.4,1.0,12.3,0.08,2.1,25.2,4.2,55.7,0.4,10.1,0.08,2.1,26.5
5275,7.0,230.33333330000002,52.8666667,230.0166667,3.3583184,0.45746499999999996,0.140811,0.26745,0.258195,0.0957693,1540.0,5.764851,5.1967454,13855.2332913,117.6,28.046,14.548,0.38,0.05,0.485,0.028999999999999998,0.02,0.285,0.414,0.024052,0.251,0.001,0.516,0.16699999999999998,0.565,0.013000000000000001,0.377,0.002,0.002,0.87,0.0002,0.28800000000000003,0.785,0.016,0.535,0.08,2.6,47.5,0.4,18.2,0.36,1.7,27.4,4.3,56.7,0.3,9.9,0.08,2.2,26.3
5276,8.0,60.8833333,38.0,60.716666700000005,2.8847080000000003,0.10394,0.010098000000000001,0.041359,0.11844600000000001,0.0962994,1526.0,10.2545455,10.4593141,9003.157894700002,116.0,0.564,20.416,0.27699999999999997,0.03,0.099,0.0,0.0,0.16399999999999998,0.061,0.022823,0.018000000000000002,0.001,0.503,0.17600000000000002,0.6579999999999999,0.01,0.42100000000000004,0.002,0.002,0.88,0.0004,0.292,0.7879999999999999,0.017,0.53,0.08199999999999999,3.6,48.8,0.7,10.1,0.09,2.3,21.2,4.4,57.1,0.3,10.2,0.09,2.2,26.2
5278,35.0,50.35,21.3666667,50.1833333,3.0,0.44391499999999995,0.117249,0.154533,0.154637,0.0927532,1556.0,18.1216391,12.5886076,12687.051482100002,115.8,14.004,11.05,0.171,0.05,0.47700000000000004,0.0,0.02,0.173,0.239,0.023003000000000003,0.209,0.002,0.51,0.187,0.667,0.008,0.42200000000000004,0.003,0.003,0.858,0.0006,0.299,0.8009999999999999,0.016,0.5479999999999999,0.081,3.8,50.5,1.0,20.0,0.17,2.0,25.1,4.0,61.1,0.5,6.8,0.1,2.6,23.8
5279,40.0,40.716666700000005,16.7,40.716666700000005,2.3760623,0.41687650000000004,0.119493,0.15378599999999998,0.149854,0.0903815,1556.0,17.4993865,16.3625475,12804.7904192,112.5,14.262,9.562999999999999,0.27699999999999997,0.05,0.43,0.027999999999999997,0.02,0.166,0.23800000000000002,0.023582,0.213,0.001,0.5,0.19,0.665,0.012,0.42100000000000004,0.003,0.003,0.835,0.0003,0.29100000000000004,0.7959999999999999,0.018000000000000002,0.54,0.08199999999999999,3.7,52.0,0.5,16.4,0.19,2.0,25.7,4.0,58.1,0.4,11.8,0.14,2.3,25.8
5280,34.0,46.8666667,20.966666699999998,46.8666667,3.2843823,0.40868000000000004,0.14586,0.210434,0.196446,0.09222639999999999,1547.0,14.3653524,19.043093,12891.8918919,114.4,12.853,12.177,0.306,0.05,0.426,0.0,0.02,0.214,0.326,0.025137,0.26,0.001,0.518,0.165,0.612,0.01,0.38799999999999996,0.002,0.002,0.838,0.0002,0.293,0.8,0.018000000000000002,0.545,0.083,2.9,45.7,0.8,19.8,0.56,1.7,26.6,4.0,58.3,0.5,11.0,0.16,2.4,26.0
5281,30.0,47.2333333,25.25,47.05,3.6964587,0.41335,0.11668800000000001,0.16385,0.14862,0.092387,1543.0,9.4603175,12.6160428,12957.6237624,114.8,8.94,7.864,0.14,0.05,0.439,0.0,0.02,0.16,0.254,0.023799,0.20800000000000002,0.001,0.541,0.19399999999999998,0.664,0.012,0.43200000000000005,0.003,0.003,0.841,0.0003,0.293,0.799,0.016,0.5489999999999999,0.08,4.6,52.9,1.5,16.8,0.23,2.2,24.0,3.2,53.6,0.3,12.8,0.08,2.3,23.3
5283,44.0,44.2,26.1833333,44.033333299999995,4.0928629,0.359115,0.115005,0.146924,0.127066,0.0931971,1500.0,10.299000000000001,13.929403599999999,14395.416931900001,115.8,6.8660000000000005,11.159,0.168,0.05,0.373,0.062,0.02,0.134,0.228,0.023691,0.205,0.001,0.597,0.196,0.6759999999999999,0.009000000000000001,0.44,0.003,0.002,0.847,0.0003,0.295,0.797,0.015,0.527,0.083,3.0,56.8,0.3,14.1,0.11,2.2,26.2,3.6,60.1,0.7,7.2,0.11,2.5,23.7
5284,46.0,124.26666670000002,48.5,123.4,3.0446408,0.475315,0.138567,0.253112,0.239298,0.0894836,1557.0,9.1819325,10.4845946,13186.3917526,111.4,26.37,12.931,0.36200000000000004,0.05,0.508,0.0,0.02,0.262,0.392,0.022642,0.247,0.001,0.486,0.165,0.585,0.011000000000000001,0.373,0.002,0.003,0.889,0.0002,0.28800000000000003,0.807,0.013999999999999999,0.544,0.081,2.8,47.8,0.6,17.3,0.54,1.7,27.6,2.8,50.4,0.5,16.8,0.2,2.3,21.5
5285,20.0,109.05,44.8333333,108.2,2.9056926,0.41148,0.07405199999999999,0.13064800000000001,0.184252,0.0935573,1535.0,10.4998737,8.5714494,12954.6468401,115.9,13.854000000000001,19.581,0.221,0.05,0.446,0.06,0.02,0.228,0.2,0.024125,0.132,0.001,0.5329999999999999,0.226,0.6940000000000001,0.009000000000000001,0.426,0.003,0.002,0.861,0.0003,0.28800000000000003,0.799,0.016,0.535,0.08199999999999999,3.2,55.3,0.6,18.1,0.25,2.3,24.5,3.2,52.5,0.8,17.6,0.19,2.2,23.6
5287,5.0,45.6833333,21.3166667,45.533333299999995,2.0781589,0.40844,0.088638,0.142991,0.146964,0.09218760000000001,1584.0,9.8871612,11.514566,12609.8514464,114.0,7.7010000000000005,8.476,0.124,0.05,0.439,0.044000000000000004,0.02,0.166,0.221,0.024523,0.158,0.001,0.521,0.213,0.675,0.011000000000000001,0.419,0.003,0.003,0.853,0.0007,0.29,0.805,0.016,0.542,0.083,2.9,51.5,0.3,13.4,0.1,2.4,21.4,3.4,57.2,0.4,12.4,0.11,2.2,26.0
5288,8.0,41.3833333,25.3666667,41.2,3.3734693999999994,0.40247,0.105468,0.180979,0.152551,0.0921673,1558.0,16.6435763,20.240493,13903.2851511,113.9,12.307,12.774000000000001,0.146,0.05,0.42700000000000005,0.035,0.02,0.159,0.281,0.024089,0.188,0.001,0.511,0.195,0.628,0.01,0.402,0.004,0.003,0.851,0.0004,0.289,0.797,0.016,0.5479999999999999,0.085,3.8,56.1,0.6,13.9,0.27,2.2,25.1,4.4,52.8,0.5,10.0,0.12,2.3,22.9
5289,6.0,43.5666667,20.033333300000002,43.4166667,3.6989247000000005,0.37058,0.088638,0.123221,0.11220899999999999,0.09014860000000001,1590.0,15.1410891,17.376947899999998,12483.194675499999,112.0,10.195,13.443,0.14400000000000002,0.05,0.39299999999999996,0.055999999999999994,0.02,0.121,0.191,0.023329,0.158,0.002,0.53,0.209,0.679,0.01,0.44799999999999995,0.003,0.003,0.857,0.0005,0.29100000000000004,0.794,0.016,0.542,0.08199999999999999,3.6,56.4,0.6,14.1,0.08,2.2,26.0,4.0,56.9,0.5,10.3,0.19,2.2,26.4
5290,8.0,45.1833333,22.6833333,45.0166667,3.7554373999999995,0.42272,0.10434600000000001,0.160195,0.128,0.0930078,1565.0,14.3385,14.1151432,13786.333578299998,115.8,9.559,11.495999999999999,0.126,0.05,0.45299999999999996,0.051,0.02,0.13,0.249,0.023691,0.18600000000000003,0.001,0.541,0.198,0.657,0.009000000000000001,0.436,0.003,0.003,0.8420000000000001,0.0005,0.287,0.7929999999999999,0.015,0.539,0.081,3.2,58.0,0.5,12.0,0.1,2.3,24.7,4.0,56.7,0.7,9.9,0.24,2.2,26.4
5291,10.0,54.3666667,23.5166667,54.033333299999995,3.4089636,0.42921000000000004,0.08190599999999999,0.140275,0.139035,0.092761,1561.0,12.560704199999998,13.3712855,13586.109142500001,115.9,9.908999999999999,13.349,0.10099999999999999,0.05,0.466,0.028999999999999998,0.02,0.155,0.217,0.023908000000000002,0.146,0.002,0.525,0.217,0.68,0.01,0.435,0.003,0.003,0.843,0.0004,0.289,0.8029999999999999,0.013999999999999999,0.544,0.077,3.0,61.1,0.3,8.7,0.09,2.5,24.8,3.3,55.0,0.6,10.0,0.15,2.1,26.2
5292,22.0,45.7,20.4833333,45.533333299999995,3.3116206,0.37756999999999996,0.07293,0.087239,0.137276,0.0950632,1527.0,12.262318800000001,15.1684848,14174.450772999999,116.4,8.461,12.514000000000001,0.09300000000000001,0.05,0.406,0.028999999999999998,0.02,0.174,0.133,0.024884,0.13,0.002,0.551,0.22699999999999998,0.726,0.008,0.436,0.004,0.003,0.846,0.0006,0.289,0.802,0.013999999999999999,0.5429999999999999,0.085,3.8,59.4,1.1,10.2,0.14,2.6,22.8,3.5,55.4,0.6,10.7,0.19,2.2,25.6
5293,6.0,46.033333299999995,30.9,45.8666667,3.0,0.42678,0.09761399999999999,0.167164,0.129211,0.0945,1574.0,11.2494737,15.5520701,9126.2135922,113.3,10.687000000000001,8.869,0.0,0.05,0.45899999999999996,0.0,0.02,0.129,0.26,0.023329,0.174,0.002,0.517,0.20199999999999999,0.652,0.009000000000000001,0.431,0.003,0.003,0.853,0.0003,0.287,0.802,0.013999999999999999,0.551,0.084,3.9,57.4,0.4,12.5,0.09,2.3,25.0,3.9,56.3,0.6,7.1,0.09,2.1,27.4
5294,10.0,47.6666667,21.8166667,47.3166667,3.2881025999999998,0.429675,0.06339299999999999,0.11541400000000002,0.128451,0.0907911,1596.0,9.2935211,11.7657468,13167.9144385,111.7,8.248,8.052999999999999,0.221,0.05,0.47100000000000003,0.032,0.02,0.149,0.17800000000000002,0.02304,0.113,0.002,0.52,0.228,0.698,0.009000000000000001,0.434,0.002,0.003,0.8859999999999999,0.0003,0.28600000000000003,0.802,0.013999999999999999,0.539,0.08,6.0,52.9,0.9,17.6,0.09,2.2,23.8,3.6,56.6,0.8,9.5,0.22,2.2,26.0
