;МАРКА;ПРОФИЛЬ;t вып-обр;t обработка;t под током;t продувка;ПСН гр.;чист расход C;чист расход Cr;чист расход Mn;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;расход газ Ar;сыпуч известь РП;сыпуч кокс пыль УСТК;сыпуч  кокс. мелочь КМ1;сыпуч  шпат плав.;ферспл CaC2;ферспл  FeV-80;ферспл  Mn5Si65Al0.5;ферспл SiMn18;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый Mo_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Cu;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний Ni;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
1293;Э76ХФ;Р65;46,0;43,9833333;22,75;43,0166667;3,2948943999999996;0,40484499999999995;0,166099;0,151354;0,099678;0,0388915;1546,0;1578,0;12,5957993;12596,043956;115,4;1,0;17,991;0,087;0,05;0,42;0,059000000000000004;0,02;0,048827999999999996;0,086;0,237;0,293;4776,0;0,002;0,441;0,281;0,09699999999999999;0,662;0,005;0,011000000000000001;0,06;0,009000000000000001;0,016;0,47700000000000004;0,002;0,036000000000000004;0,003;0,762;0,0002;0,41700000000000004;0,096;0,789;0,004;0,012;0,06;0,009000000000000001;0,013000000000000001;0,552;0,003;0,036000000000000004;4,2;57,3;0,4;13,4;0,1;2,3;25,2;4,4;55,8;0,5;8,6;0,11;2,2;25,9
1294;Э76ХФ;Р65;46,0;42,033333299999995;19,7333333;41,4;2,8468232999999996;0,4580241;0,173455;0,171256;0,117192;0,0389489;1567,0;1572,0;11,6985449;12283,7837838;114,9;1,0;16,079;0,08800000000000001;0,05;0,475;0,069;0,02;0,0489;0,10400000000000001;0,268;0,307;4040,0;0,002;0,42;0,278;0,095;0,649;0,008;0,012;0,068;0,009000000000000001;0,017;0,461;0,001;0,032;0,003;0,77;0,0002;0,418;0,094;0,792;0,008;0,013000000000000001;0,068;0,01;0,013000000000000001;0,555;0,003;0,035;4,2;54,2;0,5;15,5;0,16;2,2;24,5;4,5;57,7;0,4;7,7;0,11;2,2;26,3
1295;Э76ХФ;Р65;45,0;43,533333299999995;25,9166667;43,533333299999995;4,2273535;0,2912027;0,1469;0,129584;0,08295;0,037941300000000004;1523,0;1578,0;11,484097;13020,192926;113,1;1,0;16,569000000000003;0,145;0,05;0,24100000000000002;0,133;0,02;0,047635000000000004;0,07;0,203;0,26;5624,0;0,002;0,531;0,293;0,091;0,677;0,008;0,009000000000000001;0,069;0,009000000000000001;0,016;0,49;0,002;0,036000000000000004;0,003;0,772;0,0003;0,41700000000000004;0,08800000000000001;0,7959999999999999;0,006;0,012;0,065;0,009000000000000001;0,012;0,563;0,003;0,036000000000000004;4,0;58,9;0,5;13,0;0,1;2,6;22,5;4,2;62,2;0,4;6,7;0,08;2,8;21,5
1296;Э76ХФ;Р65;45,0;41,7666667;19,65;41,033333299999995;2,870229;0,43146999999999996;0,17515;0,1792525;0,10958699999999999;0,0396984;1571,0;1576,0;8,501986500000001;12473,2824427;114,1;1,0;11,532;0,149;0,05;0,45;0,07200000000000001;0,02;0,049841;0,08900000000000001;0,281;0,31;4085,0;0,002;0,429;0,272;0,08900000000000001;0,639;0,005;0,012;0,057999999999999996;0,008;0,015;0,479;0,002;0,036000000000000004;0,004;0,765;0,0002;0,418;0,08800000000000001;0,7959999999999999;0,004;0,013000000000000001;0,059000000000000004;0,009000000000000001;0,01;0,5660000000000001;0,003;0,037000000000000005;5,1;56,4;0,4;11,6;0,08;2,4;23,6;4,4;57,1;0,4;8,3;0,11;2,1;26,7
1297;Э76ХФ;Р65;43,0;44,8166667;22,5166667;44,3833333;3,3062241;0,3678628;0,145205;0,148822;0,098958;0,0384017;1558,0;1573,0;4,0185102;11860,5477424;113,9;1,0;5,934;0,162;0,05;0,345;0,071;0,02;0,048213;0,086;0,233;0,257;4451,0;0,002;0,456;0,299;0,099;0,6659999999999999;0,005;0,009000000000000001;0,057999999999999996;0,006999999999999999;0,016;0,478;0,002;0,021;0,003;0,778;0,0002;0,419;0,098;0,789;0,005;0,012;0,057999999999999996;0,008;0,013999999999999999;0,5660000000000001;0,003;0,036000000000000004;4,6;58,2;0,4;12,5;0,13;2,5;23,1;6,0;59,5;0,4;8,4;0,06;2,8;21,6
1298;Э76ХФ;Р65;38,0;42,05;21,7;42,0166667;3,547421;0,361615;0,164415;0,22498600000000002;0,15617999999999999;0,0391798;1554,0;1583,0;10,8452514;12340,0921659;113,8;1,0;15,099;0,142;0,05;0,364;0,057999999999999996;0,02;0,04919;0,14;0,35200000000000004;0,29100000000000004;4463,0;0,001;0,49200000000000005;0,28;0,106;0,597;0,006999999999999999;0,011000000000000001;0,078;0,006999999999999999;0,017;0,431;0,002;0,036000000000000004;0,003;0,764;0,0003;0,41600000000000004;0,106;0,7879999999999999;0,006;0,012;0,078;0,008;0,013000000000000001;0,557;0,003;0,036000000000000004;4,1;53,5;0,6;15,9;0,18;2,2;24,5;4,2;56,8;0,6;8,5;0,14;2,1;26,5
1299;Э76ХФ;Р65;36,0;44,9833333;24,5166667;44,9833333;3,5786987999999997;0,3274194;0,13955499999999998;0,12312999999999999;0,075846;0,0393527;1534,0;1580,0;7,764174000000001;11974,7110809;114,4;1,0;11,45;0,08800000000000001;0,05;0,28300000000000003;0,084;0,02;0,049407;0,062;0,193;0,247;4893,0;0,002;0,505;0,302;0,10300000000000001;0,687;0,005;0,01;0,07400000000000001;0,009000000000000001;0,018000000000000002;0,494;0,002;0,017;0,004;0,784;0,0005;0,418;0,10300000000000001;0,7959999999999999;0,005;0,011000000000000001;0,07400000000000001;0,01;0,013000000000000001;0,573;0,004;0,036000000000000004;3,5;52,2;0,5;9,0;0,11;2,7;19,6;3,7;53,0;0,5;10,0;0,13;2,3;23,2
1300;Э76ХФ;Р65;37,0;43,4;18,8166667;43,4;2,9447767999999996;0,383182;0,145205;0,146073;0,088956;0,039121699999999995;1567,0;1578,0;10,6369969;11775,7307352;113,1;1,0;15,27;0,085;0,05;0,354;0,06;0,02;0,049117;0,07200000000000001;0,22899999999999998;0,257;3693,0;0,002;0,456;0,297;0,107;0,664;0,006;0,01;0,07400000000000001;0,009000000000000001;0,016;0,488;0,002;0,036000000000000004;0,003;0,785;0,0002;0,42;0,107;0,797;0,005;0,013000000000000001;0,073;0,009000000000000001;0,013000000000000001;0,5720000000000001;0,003;0,037000000000000005;3,5;52,2;0,5;9,0;0,11;2,7;19,6;4,6;52,8;0,3;7,1;0,06;2,6;20,4
1301;Э76ХФ;Р65;36,0;41,6833333;18,2666667;41,6833333;3,5085951;0,3980897;0,155375;0,2019345;0,138429;0,0394968;1565,0;1577,0;7,4749300000000005;12291,2408759;114,4;1,0;10,386;0,086;0,05;0,405;0,059000000000000004;0,02;0,049588;0,12300000000000001;0,316;0,275;3742,0;0,002;0,461;0,28600000000000003;0,11;0,618;0,005;0,011000000000000001;0,064;0,006999999999999999;0,017;0,44799999999999995;0,001;0,036000000000000004;0,003;0,778;0,0002;0,41700000000000004;0,11;0,7959999999999999;0,005;0,012;0,065;0,008;0,013999999999999999;0,565;0,003;0,037000000000000005;4,0;52,4;0,4;10,0;0,1;2,3;22,4;5,2;57,8;0,5;8,5;0,08;2,7;21,7
1302;Э76ХФ;Р65;35,0;43,6833333;20,8166667;43,6833333;3,5339416;0,35184840000000006;0,153115;0,189458;0,115782;0,0388055;1556,0;1577,0;6,83533;12921,3771017;113,9;1,0;9,953;0,086;0,05;0,324;0,06;0,02;0,04872;0,094;0,297;0,271;4483,0;0,002;0,467;0,28800000000000003;0,10400000000000001;0,63;0,006;0,011000000000000001;0,065;0,006999999999999999;0,016;0,45799999999999996;0,002;0,033;0,003;0,755;0,0002;0,41700000000000004;0,102;0,795;0,005;0,011000000000000001;0,065;0,008;0,013000000000000001;0,56;0,003;0,036000000000000004;4,7;59,9;0,4;10,0;0,09;2,7;22,0;3,6;54,8;1,0;8,1;0,15;2,1;27,3
1303;Э76ХФ;Р65;30,0;46,716666700000005;21,1833333;46,55;3,008;0,36840500000000004;0,147465;0,160973;0,107682;0,040044;1560,0;1582,0;7,0904409;12238,8670338;114,3;1,0;10,096;0,086;0,05;0,37799999999999995;0,073;0,02;0,050275;0,094;0,252;0,261;4321,0;0,002;0,473;0,29600000000000004;0,099;0,645;0,005;0,01;0,061;0,008;0,016;0,469;0,002;0,035;0,003;0,769;0,0002;0,41700000000000004;0,099;0,784;0,005;0,011000000000000001;0,061;0,008;0,013999999999999999;0,557;0,003;0,036000000000000004;3,1;57,1;0,5;11,1;0,15;2,3;24,7;3,5;59,6;0,5;10,7;0,08;2,3;26,0
1306;Э76ХФ;Р65;42,0;40,716666700000005;24,2333333;40,716666700000005;2,0;0,432175;0,165545;0,221741;0,12496199999999999;0,0389783;1557,0;1574,0;21,2323373;12354,883081200001;115,2;1,0;28,816999999999997;0,064;0,05;0,451;0,059000000000000004;0,02;0,048937;0,094;0,348;0,293;4990,0;0,002;0,377;0,285;0,115;0,584;0,008;0,009000000000000001;0,079;0,006999999999999999;0,021;0,436;0,002;0,002;0,003;0,777;0,0003;0,423;0,113;0,779;0,006999999999999999;0,012;0,079;0,008;0,016;0,546;0,003;0,036000000000000004;3,6;49,8;0,7;7,7;0,13;2,4;20,6;3,5;59,2;0,5;9,8;0,11;2,3;26,1
1321;Э76ХФ;Р65;20,0;42,033333299999995;14,7166667;42,033333299999995;1,296063;0,38029;0,16159;0,162314;0,143082;0,039715;1601,0;1576,0;13,651308499999999;10714,382786;115,9;1,0;19,127;0,054000000000000006;0,05;0,39;0,048;0,02;0,049588;0,14800000000000002;0,254;0,28600000000000003;2628,0;0,002;0,44799999999999995;0,285;0,08800000000000001;0,645;0,006;0,011000000000000001;0,061;0,008;0,016;0,447;0,001;0,002;0,003;0,754;0,0001;0,415;0,08800000000000001;0,7859999999999999;0,005;0,011000000000000001;0,061;0,009000000000000001;0,011000000000000001;0,564;0,003;0,036000000000000004;5,0;58,2;0,6;14,4;0,15;2,6;22,1;4,4;58,1;0,5;10,4;0,09;2,2;26,3
1323;Э76ХФ;Р65;18,0;43,533333299999995;20,9833333;43,533333299999995;2,0;0,41326;0,14351;0,138436;0,139008;0,03986;1597,0;1601,0;12,791269400000001;11835,107228;115,3;1,0;18,558;0,08;0,05;0,435;0,081;0,02;0,049769;0,152;0,21600000000000003;0,254;4139,0;0,002;0,431;0,301;0,084;0,6709999999999999;0,005;0,009000000000000001;0,059000000000000004;0,009000000000000001;0,013999999999999999;0,452;0,002;0,002;0,003;0,758;0,0002;0,415;0,084;0,7809999999999999;0,004;0,011000000000000001;0,059000000000000004;0,009000000000000001;0,01;0,5539999999999999;0,003;0,036000000000000004;4,4;63,2;0,4;10,0;0,11;3,0;20,9;4,8;58,8;0,7;12,7;0,13;2,8;21,2
1325;Э76ХФ;Р65;14,0;42,533333299999995;13,333333300000001;42,533333299999995;1,4876126;0,387585;0,157635;0,180904;0,135132;0,039715;1606,0;1575,0;19,2865204;11628,0;114,6;1,0;27,344;0,053;0,05;0,39899999999999997;0,047;0,02;0,049588;0,128;0,284;0,27899999999999997;2584,0;0,002;0,431;0,287;0,096;0,627;0,005;0,012;0,06;0,006999999999999999;0,016;0,45399999999999996;0,002;0,002;0,003;0,762;0,0001;0,41600000000000004;0,096;0,7829999999999999;0,004;0,012;0,06;0,008;0,012;0,5760000000000001;0,003;0,036000000000000004;3,7;55,2;0,4;6,4;0,09;3,1;18,0;6,0;60,6;0,5;7,2;0,07;2,8;21,7
1326;Э76ХФ;Р65;15,0;41,3666667;18,35;41,3666667;2,0;0,37331;0,14464000000000002;0,0989575;0,110133;0,0401779;1570,0;1575,0;14,870668799999999;12006,5395095;116,2;1,0;20,505;0,081;0,05;0,387;0,081;0,02;0,050166;0,125;0,154;0,256;3672,0;0,002;0,456;0,302;0,10400000000000001;0,7070000000000001;0,005;0,009000000000000001;0,061;0,013000000000000001;0,019;0,46799999999999997;0,002;0,003;0,004;0,7959999999999999;0,0002;0,418;0,105;0,7909999999999999;0,005;0,011000000000000001;0,061;0,013999999999999999;0,015;0,5670000000000001;0,004;0,037000000000000005;4,0;62,9;0,2;7,9;0,08;2,7;23,0;4,9;62,0;0,6;5,0;0,06;2,8;21,5
1328;Э76ХФ;Р65;11,0;44,0166667;27,7166667;44,0166667;2,3995772;0,319855;0,145205;0,0961275;0,096165;0,0389037;1581,0;1642,0;17,472472500000002;12657,366205700002;112,6;1,0;25,636;0,161;0,05;0,321;0,081;0,02;0,048575;0,105;0,15;0,257;5847,0;0,002;0,47100000000000003;0,297;0,105;0,7;0,005;0,009000000000000001;0,057999999999999996;0,01;0,016;0,48200000000000004;0,002;0,003;0,004;0,762;0,0003;0,41700000000000004;0,10300000000000001;0,782;0,004;0,01;0,057999999999999996;0,011000000000000001;0,01;0,539;0,003;0,037000000000000005;3,8;54,8;0,4;8,3;0,12;3,0;18,1;5,9;61,4;0,8;6,8;0,08;2,8;22,0
1329;Э76ХФ;Р65;9,0;45,2;22,15;45,2;2,3051559;0,33376999999999996;0,14577;0,14804;0,067938;0,039193599999999995;1587,0;1603,0;19,804645999999998;11991,8735892;113,1;1,0;29,839000000000002;0,052000000000000005;0,05;0,336;0,076;0,02;0,048937;0,04;0,23399999999999999;0,258;4427,0;0,002;0,467;0,297;0,11199999999999999;0,66;0,006;0,01;0,064;0,008;0,015;0,502;0,002;0,002;0,004;0,767;0,0003;0,418;0,11199999999999999;0,7859999999999999;0,005;0,011000000000000001;0,064;0,009000000000000001;0,011000000000000001;0,573;0,004;0,037000000000000005;4,3;61,2;0,5;9,3;0,1;2,9;20,8;5,5;58,9;0,5;7,5;0,08;2,7;21,9
1336;Э76ХФ;Р65;45,0;47,533333299999995;21,0166667;47,533333299999995;3,3419936000000003;0,46975;0,11865;0,1735975;0,170622;0,0394724;1555,0;1570,0;13,2193922;14103,0927835;115,8;1,0;20,905;0,075;0,05;0,508;0,043;0,02;0,05013;0,185;0,271;0,21;4940,0;0,002;0,401;0,314;0,121;0,642;0,009000000000000001;0,012;0,08;0,009000000000000001;0,022000000000000002;0,42;0,001;0,003;0,004;0,7559999999999999;0,0003;0,418;0,11599999999999999;0,7909999999999999;0,006999999999999999;0,013999999999999999;0,07400000000000001;0,01;0,013999999999999999;0,588;0,003;0,037000000000000005;4,6;45,2;0,3;11,8;0,25;2,1;21,6;5,6;59,0;0,6;8,0;0,07;2,5;23,6
1337;Э76ХФ;Р65;48,0;41,3833333;22,7;41,3833333;3,1505824000000002;0,42518999999999996;0,09379;0,11165050000000001;0,117651;0,039159;1553,0;1574,0;8,7133712;12367,4008811;114,9;1,0;11,947000000000001;0,08199999999999999;0,05;0,46;0,049;0,02;0,049732;0,131;0,174;0,166;4679,0;0,002;0,39799999999999996;0,342;0,11900000000000001;0,691;0,006999999999999999;0,011000000000000001;0,073;0,013999999999999999;0,025;0,451;0,001;0,003;0,004;0,8170000000000001;0,0004;0,419;0,11900000000000001;0,79;0,006999999999999999;0,012;0,073;0,015;0,018000000000000002;0,579;0,004;0,037000000000000005;4,1;46,6;1,1;7,5;0,09;2,4;19,5;5,2;51,7;0,7;5,1;0,07;2,6;20,2
1340;Э76ХФ;Р65;9,0;45,533333299999995;21,55;45,533333299999995;3,1460814999999998;0,39014;0,11525999999999999;0,130411;0,116994;0,0390739;1578,0;1578,0;11,3338504;12022,2737819;114,4;1,0;17,048;0,064;0,05;0,41200000000000003;0,038;0,02;0,049624;0,122;0,204;0,204;4318,0;0,002;0,456;0,325;0,10800000000000001;0,675;0,008;0,01;0,083;0,01;0,02;0,473;0,002;0,002;0,003;0,754;0,0002;0,41700000000000004;0,109;0,79;0,006;0,013999999999999999;0,083;0,01;0,015;0,5710000000000001;0,003;0,036000000000000004;4,6;52,2;0,7;7,0;0,15;2,7;19,1;5,0;55,0;0,8;4,7;0,08;2,7;20,1
1341;Э76ХФ;Р65;11,0;44,8833333;21,55;44,8833333;2,9682986000000002;0,199155;0,12260499999999999;0,126631;0,115932;0,0390739;1558,0;1572,0;10,852450300000001;12222,737819;114,6;1,0;15,932;0,053;0,05;0,175;0,044000000000000004;0,02;0,049624;0,122;0,198;0,217;4390,0;0,002;0,594;0,318;0,109;0,6729999999999999;0,006999999999999999;0,01;0,069;0,008;0,02;0,461;0,002;0,003;0,003;0,775;0,0002;0,418;0,107;0,782;0,006;0,012;0,069;0,008;0,016;0,573;0,003;0,037000000000000005;4,3;50,6;0,5;8,1;0,08;2,5;20,0;5,8;53,6;0,5;4,7;0,06;2,6;20,4
1352;Э76ХФ;Р65;27,0;47,3333333;26,3;47,3333333;1,8600858;0,3878051;0,166675;0,18666;0,13123800000000002;0,0394648;1551,0;1570,0;8,6814894;11466,1596958;115,9;1,0;13,600999999999999;0,043;0,05;0,373;0,06;0,02;0,04966;0,12;0,294;0,295;5026,0;0,002;0,48;0,282;0,09;0,624;0,006999999999999999;0,008;0,063;0,006999999999999999;0,018000000000000002;0,439;0,002;0,003;0,003;0,78;0,0003;0,414;0,08800000000000001;0,772;0,006;0,01;0,063;0,006999999999999999;0,017;0,569;0,004;0,037000000000000005;4,2;50,1;0,9;8,0;0,12;2,3;21,6;4,3;58,4;1,0;5,6;0,09;2,2;26,8
1357;Э76ХФ;Р65;31,0;43,2666667;19,1166667;42,2;4,102094200000001;0,3202733;0,166675;0,157817;0,139725;0,0407586;1549,0;1571,0;15,100935699999999;13690,671316499998;117,0;1,0;21,07;0,084;0,05;0,27399999999999997;0,071;0,02;0,051288;0,146;0,245;0,295;4362,0;0,002;0,514;0,275;0,099;0,6559999999999999;0,006999999999999999;0,008;0,073;0,006999999999999999;0,015;0,43700000000000006;0,002;0,039;0,003;0,774;0,0004;0,418;0,098;0,789;0,006;0,012;0,069;0,008;0,011000000000000001;0,5589999999999999;0,003;0,038;4,2;60,1;0,3;8,2;0,1;2,5;24,0;4,7;55,6;0,6;7,4;0,1;2,5;22,1
1358;Э76ХФ;Р65;7,0;46,3833333;23,1666667;46,3833333;3,7665076;0,30606;0,13108;0,111978;0,093498;0,0382863;1554,0;1580,0;9,009789699999999;12377,2661871;110,6;1,0;13,805;0,127;0,05;0,306;0,084;0,02;0,048177;0,095;0,174;0,23199999999999998;4779,0;0,002;0,534;0,303;0,102;0,693;0,006999999999999999;0,008;0,07;0,009000000000000001;0,018000000000000002;0,47600000000000003;0,002;0,035;0,003;0,772;0,0007;0,415;0,099;0,789;0,006999999999999999;0,009000000000000001;0,07;0,009000000000000001;0,013999999999999999;0,562;0,003;0,036000000000000004;3,6;48,9;0,6;17,5;0,16;2,2;22,7;3,6;45,8;0,6;12,1;0,09;2,4;19,0
1359;Э76ХФ;Р65;8,0;44,216666700000005;21,8;44,216666700000005;3,7211440000000002;0,333255;0,161025;0,18953599999999998;0,106512;0,0390913;1564,0;1578,0;12,0098361;12765,137614700001;114,4;1,0;17,500999999999998;0,078;0,05;0,331;0,059000000000000004;0,02;0,04919;0,08199999999999999;0,29600000000000004;0,285;4638,0;0,002;0,511;0,27699999999999997;0,106;0,627;0,008;0,01;0,07200000000000001;0,006999999999999999;0,019;0,449;0,001;0,035;0,003;0,755;0,0003;0,42;0,10400000000000001;0,7959999999999999;0,006;0,012;0,069;0,006999999999999999;0,011000000000000001;0,556;0,003;0,036000000000000004;3,7;59,0;0,3;13,7;0,1;2,6;23,1;4,8;55,2;0,2;9,0;0,08;2,5;21,9
1360;Э76ХФ;Р65;10,0;41,05;19,216666699999998;41,05;4,0;0,37816;0,15933;0,183658;0,131802;0,0396945;1581,0;1581,0;12,3395808;12779,5316565;115,9;1,0;16,679000000000002;0,086;0,05;0,387;0,057999999999999996;0,02;0,049949;0,12300000000000001;0,28600000000000003;0,282;4093,0;0,001;0,483;0,28600000000000003;0,106;0,637;0,006999999999999999;0,01;0,069;0,006999999999999999;0,018000000000000002;0,446;0,001;0,035;0,003;0,764;0,0005;0,415;0,10300000000000001;0,789;0,006999999999999999;0,012;0,068;0,008;0,015;0,5670000000000001;0,003;0,036000000000000004;4,2;55,5;0,7;16,3;0,08;2,4;22,9;4,4;50,0;0,8;14,1;0,08;2,3;21,4
1362;Э76ХФ;Р65;15,0;43,033333299999995;21,4;43,033333299999995;3,3287879;0,32094459999999997;0,145205;0,179764;0,12678;0,0402412;1572,0;1583,0;13,614329999999999;12700,9345794;117,0;1,0;19,529;0,065;0,05;0,28;0,069;0,02;0,050637;0,11699999999999999;0,28;0,257;4530,0;0,002;0,513;0,294;0,106;0,635;0,009000000000000001;0,01;0,081;0,008;0,018000000000000002;0,439;0,002;0,027999999999999997;0,003;0,7759999999999999;0,0002;0,414;0,106;0,7909999999999999;0,008;0,012;0,08;0,009000000000000001;0,013999999999999999;0,555;0,003;0,036000000000000004;4,0;55,3;1,4;7,2;0,08;2,7;20,3;4,1;51,7;0,7;15,6;0,07;2,5;20,7
1363;Э76ХФ;Р65;9,0;47,1666667;26,5;46,716666700000005;3,9068991000000004;0,3770527;0,157635;0,198237;0,131913;0,0390333;1556,0;1597,0;15,4983378;12692,830188700002;115,1;1,0;24,087;0,231;0,05;0,331;0,07400000000000001;0,02;0,049117;0,11699999999999999;0,309;0,27899999999999997;5606,0;0,002;0,473;0,287;0,10400000000000001;0,624;0,006999999999999999;0,01;0,07400000000000001;0,006999999999999999;0,019;0,45;0,002;0,035;0,003;0,764;0,0002;0,41700000000000004;0,105;0,792;0,006999999999999999;0,01;0,07400000000000001;0,008;0,013999999999999999;0,551;0,003;0,036000000000000004;3,2;55,5;0,3;13,2;0,11;2,2;25,7;4,2;50,6;0,4;9,8;0,07;2,4;21,0
1364;Э76ХФ;Р65;11,0;46,1166667;26,866666700000003;45,716666700000005;3,3180412000000006;0,3608897;0,153115;0,17636300000000002;0,114015;0,0390333;1540,0;1583,0;16,3456799;12852,3573201;111,1;1,0;24,909000000000002;0,171;0,05;0,315;0,068;0,02;0,049117;0,099;0,275;0,271;5755,0;0,002;0,475;0,28600000000000003;0,131;0,634;0,005;0,009000000000000001;0,069;0,006999999999999999;0,02;0,46299999999999997;0,002;0,024;0,003;0,7709999999999999;0,0002;0,415;0,128;0,7879999999999999;0,005;0,011000000000000001;0,07;0,006999999999999999;0,017;0,569;0,003;0,036000000000000004;2,9;59,7;0,2;10,9;0,08;2,3;26,4;4,0;60,5;0,4;6,1;0,05;2,6;23,6
1365;Э76ХФ;Р65;19,0;43,9;23,8666667;43,9;3,403307;0,346115;0,156505;0,156724;0,114468;0,0384015;1552,0;1584,0;13,651272199999998;12833,7988827;113,4;1,0;19,673;0,17300000000000001;0,05;0,349;0,07200000000000001;0,02;0,048322000000000004;0,10800000000000001;0,244;0,27699999999999997;5105,0;0,002;0,5;0,285;0,11;0,6509999999999999;0,008;0,01;0,075;0,008;0,018000000000000002;0,461;0,002;0,003;0,004;0,773;0,0003;0,41700000000000004;0,11;0,7879999999999999;0,006999999999999999;0,012;0,075;0,009000000000000001;0,013999999999999999;0,5539999999999999;0,003;0,035;3,7;52,8;0,2;9,5;0,07;2,3;23,2;4,5;58,6;0,6;9,6;0,13;2,3;25,5
1366;Э76ХФ;Р65;20,0;45,4;27,0333333;45,4;4,0;0,3073497;0,140685;0,09162999999999999;0,089814;0,0382577;1541,0;1590,0;15,7856452;13274,722564700001;115,2;1,0;23,581999999999997;0,172;0,05;0,3;0,08900000000000001;0,02;0,048141;0,098;0,142;0,249;5981,0;0,002;0,542;0,301;0,106;0,711;0,008;0,006999999999999999;0,073;0,011000000000000001;0,018000000000000002;0,473;0,002;0,003;0,003;0,767;0,0004;0,42;0,10800000000000001;0,7959999999999999;0,008;0,01;0,07400000000000001;0,012;0,013999999999999999;0,555;0,003;0,035;3,9;60,1;0,3;10,7;0,09;2,5;24,3;4,2;57,6;0,8;7,7;0,14;2,2;26,0
1367;Э76ХФ;Р65;12,0;42,55;23,4;42,55;3,4387044;0,354155;0,140685;0,127506;0,110946;0,0381138;1623,0;1635,0;18,3064884;12097,435897399999;112,9;1,0;25,863000000000003;0,41;0,05;0,363;0,07;0,02;0,04796;0,115;0,198;0,249;4718,0;0,002;0,49200000000000005;0,301;0,10400000000000001;0,68;0,006;0,008;0,063;0,011000000000000001;0,018000000000000002;0,47;0,002;0,003;0,004;0,75;0,0004;0,41700000000000004;0,102;0,784;0,005;0,009000000000000001;0,063;0,012;0,012;0,555;0,003;0,036000000000000004;4,1;56,8;0,6;9,8;0,09;2,3;24,9;4,8;56,8;0,6;7,9;0,1;2,5;22,7
1368;Э76ХФ;Р65;15,0;55,216666700000005;36,35;55,216666700000005;4,027307;0,1762285;0,105655;0,07220700000000001;0,102147;0,0388036;1516,0;1606,0;20,3325493;11668,2255846;114,2;1,0;36,977;0,166;0,05;0,11900000000000001;0,081;0,02;0,048828;0,125;0,111;0,187;7069,0;0,002;0,632;0,324;0,098;0,723;0,006;0,009000000000000001;0,065;0,012;0,017;0,493;0,003;0,005;0,003;0,7659999999999999;0,0003;0,414;0,098;0,785;0,005;0,009000000000000001;0,065;0,012;0,011000000000000001;0,551;0,003;0,037000000000000005;3,3;53,5;0,7;10,4;0,12;2,7;19,6;4,1;61,0;0,5;6,8;0,11;2,3;26,3
1369;Э76ХФ;Р65;25,0;54,05;22,216666699999998;54,05;2,6272966;0,28597;0,11978;0,068337;0,098445;0,037740300000000004;1585,0;1597,0;18,5378353;11434,658664700002;111,8;1,0;33,399;0,057999999999999996;0,05;0,285;0,043;0,02;0,04749;0,121;0,105;0,212;4234,0;0,002;0,524;0,315;0,111;0,7190000000000001;0,006999999999999999;0,008;0,067;0,011000000000000001;0,017;0,479;0,002;0,003;0,003;0,762;0,0002;0,418;0,109;0,78;0,006999999999999999;0,01;0,067;0,011000000000000001;0,013000000000000001;0,574;0,003;0,036000000000000004;3,9;52,3;0,6;7,6;0,08;2,5;21,1;3,9;58,4;0,8;8,9;0,15;2,2;26,1
1370;Э76ХФ;Р65;32,0;46,2;30,183333299999997;46,2;3,9252187999999997;0,249815;0,128255;0,088397;0,086289;0,0388036;1522,0;1592,0;10,9238893;12736,1678631;114,2;1,0;16,665;0,047;0,05;0,23800000000000002;0,023;0,02;0,048827999999999996;0,094;0,13699999999999998;0,22699999999999998;6407,0;0,002;0,5670000000000001;0,313;0,102;0,7140000000000001;0,006;0,008;0,068;0,011000000000000001;0,018000000000000002;0,491;0,003;0,004;0,004;0,747;0,0002;0,419;0,102;0,7879999999999999;0,006;0,01;0,068;0,011000000000000001;0,013999999999999999;0,5760000000000001;0,004;0,037000000000000005;3,7;63,8;0,4;6,8;0,06;2,7;23,6;5,0;63,9;0,9;4,0;0,07;2,8;23,0
